partenza,arrivo,km
REGGIO EMILIA,S LAZZARO,88.463
REGGIO EMILIA,SALERNO,666.76
REGGIO EMILIA,SASSUOLO RADICI,22.531
REGGIO EMILIA,SCANDIANO,12.5
REGGIO EMILIA,TORINO PORTA NUOVA,271.643
REGGIO EMILIA AV MEDIOPADANA,FIRENZE CAMPO MARTE,233.485
REGGIO MEDIOPADANA,GUASTALLA,25.216
REGGIO MEDIOPADANA,S LAZZARO,5.473
REGGIO S CROCE,GUASTALLA,27.288
REGGIO S CROCE,NOVELLARA,16.566
REGGIO S LAZZARO,BAGNOLO IN PIANO,9.922
REGGIO S LAZZARO,GUASTALLA,30.688
REGGIO S LAZZARO,NOVELLARA,19.967
REGGIO S LAZZARO,REGGIO EMILIA,88.463
REGGIO S LAZZARO,REGGIO MEDIOPADANA,5.473
REGGIO S LAZZARO,REGGIO S CROCE,3.401
REGGIO S STEFANO,CIANO D ENZA,24.009
REGGIO S STEFANO,REGGIO EMILIA,2.064
REMEDELLO SOPRA,BRESCIA,33.445
RHO,ARONA,55.392
RHO,BOLOGNA CENTRALE,225.872
RHO,CAMNAGO LENTATE,29.947
RHO,CARIMATE,34.489
RHO,CASSANO D ADDA,39.957
RHO,CHIASSO,51.017
RHO,COMO S GIOVANNI,49.417
RHO,CUCCIAGO,40.03
RHO,DOMODOSSOLA,107.908
RHO,FIRENZE CAMPO MARTE,319.189
RHO,FIRENZE S MARIA NOVELLA,317.527
RHO,GALLARATE,28.387
RHO,LA SPEZIA CENTRALE,235.083
RHO,MAGENTA,14.151
RHO,MILANO CENTRALE,15.465
RHO,MILANO CERTOSA,7.79
RHO,MILANO GRECO PIRELLI,14.787
RHO,MILANO PORTA GARIBALDI,15.84
RHO,MILANO PORTA VITTORIA,17.247
RHO,MILANO ROGOREDO,20.181
RHO,MODENA,189.563
RHO,MONZA,23.33
RHO,NOVARA,35.549
RHO,PIOLTELLO LIMITO,25.347
RHO,PORTO CERESIO,59.651
RHO,PREGNANA MILANESE,3.551
RHO,ROMA S PIETRO,584.604
RHO,SEREGNO,33.062
RHO,SESTO S GIOVANNI,18.466
RHO,TORTONA,91.662
RHO,TRECATE,26.1
RHO,TREVIGLIO,45.784
RHO,VARESE,56.337
RHO,VENTIMIGLIA,288.738
RHO FIERA,BOLOGNA CENTRALE,222.139
RHO FIERA,FIRENZE CAMPO MARTE,315.456
RHO FIERA,PARMA,132.459
RHO FIERA,ROMA TERMINI,573.209
RHO FIERA,VERONA PORTA NUOVA,156.467
RICADI CAPO VATICANO,LAMEZIA TERME CENTRALE,60.102
RICADI CAPO VATICANO,REGGIO DI CALABRIA CENTRALE,82.375
RICCIONE,FIRENZE CAMPO MARTE,171.399
RIETI,L AQUILA,62.611
RIETI,ORTE,69.021
RIETI,ROMA TERMINI,136.397
RIETI,ROMA TIBURTINA,131.805
RIETI,TERNI,41.056
RIGNANO SULL ARNO REGGELLO,PISTOIA,59.328
RIGOLI,AULLA LUNIGIANA,76.732
RIGOLI,FIRENZE S MARIA NOVELLA,88.754
RIGOLI,FORNACI DI BARGA,43.285
RIGOLI,LUCCA,11.708
RIGOLI,PISA CENTRALE,11.412
RIGOMAGNO,CHIUSI C T,38.457
RIMINI,ANCONA,92.87
RIMINI,ARGENTA,90.36
RIMINI,ASTI,388.983
RIMINI,BAGNACAVALLO,73.545
RIMINI,BARI CENTRALE,534.459
RIMINI,BERGAMO,333.916
RIMINI,BOLOGNA CENTRALE,112.525
RIMINI,BOLZANO,367.574
RIMINI,BRENNERO,456.372
RIMINI,BRESCIA,285.26
RIMINI,BRISIGHELLA,74.979
RIMINI,CASALPUSTERLENGO,275.396
RIMINI,CASTEL S PIETRO TERME,87.926
RIMINI,CASTELBOLOGNESE,69.164
RIMINI,CASTELBOLOGNESE RIOLO TERME,69.164
RIMINI,CASTELMAGGIORE,119.913
RIMINI,CASTELPLANIO CUPRAMONTANA,117.488
RIMINI,CATTOLICA S GIOVANNI GABICCE,18.276
RIMINI,CERVIA MILANO MARITTIMA,29.636
RIMINI,CESENA,28.403
RIMINI,CESENATICO,22.198
RIMINI,CHIASSO,368.015
RIMINI,CODOGNO,270.394
RIMINI,DICOMANO,143.155
RIMINI,FABRIANO,146.133
RIMINI,FAENZA,60.847
RIMINI,FALCONARA MARITTIMA,89.276
RIMINI,FANO,45.785
RIMINI,FERRARA,156.97
RIMINI,FIDENZA,223.304
RIMINI,FIORENZUOLA,236.263
RIMINI,FIRENZE S MARIA NOVELLA,163.873
RIMINI,FOLIGNO,205.088
RIMINI,FORLI,46.224
RIMINI,GIULIANOVA,201.3
RIMINI,IGEA MARINA,14.26
RIMINI,IMOLA,76.905
RIMINI,LECCE,683.822
RIMINI,LIDO DI CLASSE LIDO DI SAVIO,37.25
RIMINI,LUGO,80.371
RIMINI,MAROTTA MONDOLFO,57.994
RIMINI,MARRADI,96.35
RIMINI,MILANO CENTRALE,322.888
RIMINI,MILANO LAMBRATE,319.984
RIMINI,MILANO PORTA GARIBALDI,325.124
RIMINI,MILANO ROGOREDO,318.161
RIMINI,MODENA,147.839
RIMINI,MONTESANTO,106.519
RIMINI,PARMA,202.431
RIMINI,PESARO,33.338
RIMINI,PESCARA,238.911
RIMINI,PIACENZA,258.252
RIMINI,POGGIO RUSCO,169.793
RIMINI,PORTOMAGGIORE,100.089
RIMINI,RAVENNA,50.843
RIMINI,REGGIO EMILIA,172.953
RIMINI,RIMINI VISERBA,5.157
RIMINI,ROMA TERMINI,354.04
RIMINI,RUSSI,67.177
RIMINI,S BENEDETTO DEL TRONTO,177.416
RIMINI,S GIORGIO DI PIANO,127.618
RIMINI,S ILARIO,190.366
RIMINI,S PIETRO IN CASALE,133.738
RIMINI,SANTARCANGELO DI ROMAGNA,10.444
RIMINI,SENIGALLIA,67.098
RIMINI,SOLAROLO,76.258
RIMINI,SUZZARA,238.816
RIMINI,TARANTO,634.569
RIMINI,TORINO PORTA NUOVA,444.592
RIMINI,TRENTO,312.017
RIMINI,VENEZIA S LUCIA,269.417
RIMINI,VERONA PORTA NUOVA,225.923
RIMINI VISERBA,BOLOGNA CENTRALE,115.647
RIMINI VISERBA,CASTELBOLOGNESE,72.286
RIMINI VISERBA,RAVENNA,45.686
RIO DI PUSTERIA,BRUNICO,24.917
RIO DI PUSTERIA,S CANDIDO,57.466
RIOLA,BOLOGNA CENTRALE,46.469
RIOLA,BOLOGNA S RUFFILLO,53.081
RIOLA,PIANORO,63.029
RIONERO ATELLA RIPACANDIDA,POTENZA CENTRALE,43.801
RIONERO ATELLA RIPACANDITA,POTENZA CENTRALE,43.801
RIONERO ATELLA RIPACANDITA,POTENZA INFERIORE,43.999
RIVAROLO,BOSCONERO,7.375
RIVAROLO,CHIERI,56.947
RIVAROLO,FELETTO,3.096
RIVAROLO,MONCALIERI,43.989
RIVAROLO,S BENIGNO,13.094
RIVAROLO,SETTIMO,22.481
RIVAROLO,TORINO LINGOTTO,39.679
RIVAROLO,TORINO REBAUDENGO FOSSATA,30.301
RIVAROLO,TORINO STURA,26.847
RIVAROLO,TROFARELLO,48.371
RIVAROLO,VOLPIANO,15.113
ROBBIO,MILANO CENTRALE,84.197
ROBBIO,MORTARA,57.373
ROBBIO,PAVIA,94.891
ROBECCO PONTEVICO,BRESCIA,33.829
ROBECCO PONTEVICO,CREMONA,101.334
ROBILANTE,CUNEO,13.079
ROBILANTE,FOSSANO,39.574
ROCCA D EVANDRO,CANCELLO,72.666
ROCCA D EVANDRO,CASERTA,60.857
ROCCA D EVANDRO,NAPOLI CENTRALE,84.422
ROCCA D EVANDRO,ROMA TERMINI,145.55
ROCCA D EVANDRO S VITTORE,CASERTA,60.857
ROCCA D EVANDRO S VITTORE,NAPOLI CENTRALE,84.422
ROCCA DI CORNO,TERNI,79.214
ROCCA DI FONDI,TERNI,73.135
ROCCA RAVINDOLA,CANCELLO,85.375
ROCCA RAVINDOLA,CASERTA,73.567
ROCCA RAVINDOLA,COLLEFERRO SEGNI PALIANO,117.653
ROCCA RAVINDOLA,NAPOLI CENTRALE,106.555
ROCCA RAVINDOLA,ROMA TERMINI,169.364
ROCCA RAVINDOLA,ROMA TIBURTINA,167.792
ROCCA RAVINDOLA,VAIRANO,27.759
ROCCA RAVINDOLA,VENAFRO,6.435
ROCCALUMERA MANDANICI,MESSINA CENTRALE,28.6
ROCCAPALUMBA ALIA,AGRIGENTO CENTRALE,67.187
ROCCAPALUMBA ALIA,ALTAVILLA M,49.021
ROCCAPALUMBA ALIA,BAGHERIA,57.106
ROCCAPALUMBA ALIA,CALTANISSETTA CENTRALE,63.587
ROCCAPALUMBA ALIA,CALTANISSETTA XIRBI,57.153
ROCCAPALUMBA ALIA,DITTAINO,103.441
ROCCAPALUMBA ALIA,MONTEMAGGIORE,8.696
ROCCAPALUMBA ALIA,PALERMO CENTRALE,69.397
ROCCAPALUMBA ALIA,SIRACUSA,239.721
ROCCAPALUMBA ALIA,TERMINI IMERESE,32.931
ROCCAPALUMBA ALIA,VALLELUNGA,25.679
ROCCARASO,SULMONA,52.434
ROCCASTRADA,EMPOLI,135.844
ROCCASTRADA,GROSSETO,324.425
ROCCASTRADA,SIENA,72.722
ROCCELLA JONICA,ARDORE,24.818
ROCCELLA JONICA,BADOLATO,35.152
ROCCELLA JONICA,BIANCO,36.069
ROCCELLA JONICA,BOVA MARINA,69.396
ROCCELLA JONICA,BOVALINO,28.623
ROCCELLA JONICA,BRANCALEONE,50.896
ROCCELLA JONICA,CATANZARO LIDO,66.069
ROCCELLA JONICA,CONDOFURI,73.767
ROCCELLA JONICA,FERRUZZANO,44.574
ROCCELLA JONICA,LAMEZIA TERME CENTRALE,110.288
ROCCELLA JONICA,LECCE,457.412
ROCCELLA JONICA,LOCRI,16.667
ROCCELLA JONICA,MELITO DI PORTO SALVO,82.224
ROCCELLA JONICA,MONASTERACE STILO,19.962
ROCCELLA JONICA,PALIZZI,63.607
ROCCELLA JONICA,REGGIO CALABRIA CENTRALE,112.024
ROCCELLA JONICA,REGGIO DI CALABRIA CENTRALE,112.024
ROCCELLA JONICA,REGGIO DI CALABRIA PELLARO,101.796
ROCCELLA JONICA,REGGIO DI CALABRIA S GREGORIO,106.062
ROCCELLA JONICA,S CATERINA DELLO JONIO,30.455
ROCCELLA JONICA,SIDERNO,11.317
ROCCELLA JONICA,SOVERATO,47.857
ROCCHETTA S ANT LAC,FOGGIA,49.369
ROCCHETTA S ANTONIO LACEDONIA,FOGGIA,49.369
RODALLO,TORINO PORTA NUOVA,38.326
ROGOREDO,LODI,25.998
ROGOREDO,MILANO BOVISA,11.695
ROLO NOVI FABBRICO,MANTOVA,120.885
ROLO NOVI FABBRICO,MODENA,27.497
ROLO NOVI FABBRICO,SUZZARA,109.314
ROMA AURELIA,CIVITAVECCHIA,60.564
ROMA AURELIA,GROSSETO,167.75
ROMA AURELIA,LADISPOLI CERVETERI,30.107
ROMA AURELIA,MONTALTO DI CASTRO,96.708
ROMA AURELIA,PISA CENTRALE,312.782
ROMA AURELIA,ROMA TERMINI,17.424
ROMA AURELIA,ROMA TIBURTINA,17.86
ROMA AURELIA,ROMA TUSCOLANA,14.001
ROMA AURELIA,VENEZIA S LUCIA,522.429
ROMA CASILINA,CANCELLO,206.938
ROMA CASILINA,CASSINO,132.906
ROMA CASILINA,CIAMPINO,11.789
ROMA CASILINA,NAPOLI CENTRALE,208.727
ROMA CASILINA,ROMA TIBURTINA,5.315
ROMA OSTIENSE,ALBANO LAZIALE,29.412
ROMA OSTIENSE,ANCONA,280.371
ROMA OSTIENSE,ASCIANO,204.135
ROMA OSTIENSE,BARI CENTRALE,481.709
ROMA OSTIENSE,BOLGHERI,264.446
ROMA OSTIENSE,BRACCIANO,40.268
ROMA OSTIENSE,CAMPIGLIA MARITTIMA,237.356
ROMA OSTIENSE,CAPRANICA,62.107
ROMA OSTIENSE,CAPRANICA SUTRI,63.743
ROMA OSTIENSE,CASERTA,201.202
ROMA OSTIENSE,CASSINO,138.979
ROMA OSTIENSE,CESANO DI ROMA,28.723
ROMA OSTIENSE,CHIASSO,610.358
ROMA OSTIENSE,CIAMPINO,17.862
ROMA OSTIENSE,CIVITAVECCHIA,71.088
ROMA OSTIENSE,FARA SABINA,40.274
ROMA OSTIENSE,FARA SABINA MONTELIBRETTI,39.814
ROMA OSTIENSE,FIRENZE S MARIA NOVELLA,264.609
ROMA OSTIENSE,FIUMICINO AEROPORTO,24.946
ROMA OSTIENSE,FRASCATI,21.439
ROMA OSTIENSE,FROSINONE,86.597
ROMA OSTIENSE,GENOVA BRIGNOLE,482.342
ROMA OSTIENSE,GENOVA P PRINCIPE,484.918
ROMA OSTIENSE,GENOVA PIAZZA PRINCIPE,484.679
ROMA OSTIENSE,GROSSETO,178.274
ROMA OSTIENSE,LA STORTA,19.857
ROMA OSTIENSE,LADISPOLI CERVETERI,40.631
ROMA OSTIENSE,LATINA,61.995
ROMA OSTIENSE,LECCE,620.236
ROMA OSTIENSE,LIVORNO CENTRALE,306.031
ROMA OSTIENSE,MANZIANA CANALE MONTERANO,49.512
ROMA OSTIENSE,MARATEA,399.635
ROMA OSTIENSE,MILANO CENTRALE,565.231
ROMA OSTIENSE,MINTURNO,139.389
ROMA OSTIENSE,MONTALTO DI CASTRO,107.232
ROMA OSTIENSE,MONTEROTONDO MENTANA,28.246
ROMA OSTIENSE,NAPOLI CENTRALE,214.8
ROMA OSTIENSE,NETTUNO,60.132
ROMA OSTIENSE,NIZZA MONFERRATO,567.692
ROMA OSTIENSE,ORIOLO,54.46
ROMA OSTIENSE,ORTE,70.888
ROMA OSTIENSE,ORVIETO,111.28
ROMA OSTIENSE,PAOLA,479.892
ROMA OSTIENSE,PISA CENTRALE,323.305
ROMA OSTIENSE,POGGIO MIRTETO,51.206
ROMA OSTIENSE,PONTE GALERIA,15.814
ROMA OSTIENSE,PORTICI ERCOLANO,220.522
ROMA OSTIENSE,REGGIO DI CALABRIA CENTRALE,656.544
ROMA OSTIENSE,ROMA AURELIA,10.524
ROMA OSTIENSE,ROMA S FILIPPO NERI,12.256
ROMA OSTIENSE,ROMA S PIETRO,5.219
ROMA OSTIENSE,ROMA TERMINI,6.9
ROMA OSTIENSE,ROMA TIBURTINA,7.336
ROMA OSTIENSE,ROMA TUSCOLANA,3.477
ROMA OSTIENSE,S ANGELO CINIGIANO,248.835
ROMA OSTIENSE,S VINCENZO,247.947
ROMA OSTIENSE,SALERNO,262.621
ROMA OSTIENSE,SESTRI LEVANTE,439.54
ROMA OSTIENSE,SIENA,235.961
ROMA OSTIENSE,TORINO PORTA NUOVA,643.5
ROMA OSTIENSE,TORRE ANNUNZIATA CENTRALE,234.403
ROMA OSTIENSE,VENEZIA MESTRE,504.022
ROMA OSTIENSE,VENEZIA S LUCIA,511.906
ROMA OSTIENSE,VENTIMIGLIA,626.964
ROMA OSTIENSE,VERONA PORTA VESCOVO,471.632
ROMA OSTIENSE,VETRALLA,77.151
ROMA OSTIENSE,VIGNA CLARA,13.48
ROMA OSTIENSE,VITERBO PORTA FIORENTINA,88.777
ROMA OSTIENSE,VITERBO PORTA ROMANA,87.162
ROMA PRENESTINA,AVEZZANO,103.274
ROMA PRENESTINA,NAPOLI CENTRALE,213.943
ROMA PRENESTINA,PESCARA,236.613
ROMA PRENESTINA,ROMA TERMINI,4.473
ROMA PRENESTINA,TIVOLI,35.455
ROMA S FILIPPO NERI,ROMA TIBURTINA,19.592
ROMA S PIETRO,ALBANO LAZIALE,34.631
ROMA S PIETRO,ANCONA,285.59
ROMA S PIETRO,ASSISI,172.935
ROMA S PIETRO,AVERSA,200.845
ROMA S PIETRO,BATTIPAGLIA,287.778
ROMA S PIETRO,BENEVENTO,265.867
ROMA S PIETRO,BOLOGNA CENTRALE,360.086
ROMA S PIETRO,BRACCIANO,35.327
ROMA S PIETRO,CESANO DI ROMA,23.782
ROMA S PIETRO,CIVITAVECCHIA,66.147
ROMA S PIETRO,FARA SABINA,45.493
ROMA S PIETRO,FASANO,541.306
ROMA S PIETRO,FIRENZE CAMPO MARTE,265.421
ROMA S PIETRO,FIRENZE S MARIA NOVELLA,269.827
ROMA S PIETRO,GROSSETO,173.333
ROMA S PIETRO,LA STORTA,14.916
ROMA S PIETRO,MILANO CENTRALE,570.449
ROMA S PIETRO,MONTALTO DI CASTRO,102.291
ROMA S PIETRO,MONTEPESCALI,291.412
ROMA S PIETRO,MONTEROTONDO MENTANA,33.465
ROMA S PIETRO,PESARO,328.364
ROMA S PIETRO,PISA CENTRALE,318.364
ROMA S PIETRO,RHO,584.604
ROMA S PIETRO,ROMA OSTIENSE,5.219
ROMA S PIETRO,ROMA SMISTAMENTO,12.512
ROMA S PIETRO,ROMA TERMINI,12.119
ROMA S PIETRO,ROMA TIBURTINA,12.555
ROMA S PIETRO,SALERNO,267.84
ROMA S PIETRO,SPOLETO,132.328
ROMA S PIETRO,TORINO PORTA NUOVA,638.559
ROMA S PIETRO,TORRE ANNUNZIATA CENTRALE,239.622
ROMA S PIETRO,TREVIGLIO,587.969
ROMA S PIETRO,VIAREGGIO,339.641
ROMA S PIETRO,VICENZA,507.856
ROMA S PIETRO,VIGNA CLARA,8.539
ROMA S PIETRO,VITERBO PORTA FIORENTINA,83.836
ROMA S PIETRO,VITERBO PORTA ROMANA,82.221
ROMA SMISTAMENTO,S GIUSEPPE DI CAIRO,551.899
ROMA TERMINI,1 BIVIO ORTE SUD,64.639
ROMA TERMINI,1°BIVIO VALDARNO SUD,215.074
ROMA TERMINI,AGROPOLI CASTELLABATE,309.736
ROMA TERMINI,ALASSIO,577.117
ROMA TERMINI,ALBA,606.943
ROMA TERMINI,ALBANO LAZIALE,28.32
ROMA TERMINI,ALBINIA,153.791
ROMA TERMINI,ALESSANDRIA,560.518
ROMA TERMINI,ANAGNI FIUGGI,60.619
ROMA TERMINI,ANCONA,277.929
ROMA TERMINI,APRILIA,39.45
ROMA TERMINI,AREZZO,199.033
ROMA TERMINI,ARIANO IRPINO,298.252
ROMA TERMINI,ARQUATA SCRIVIA,527.103
ROMA TERMINI,ASSISI,165.273
ROMA TERMINI,ASTI,594.791
ROMA TERMINI,ATTIGLIANO,83.133
ROMA TERMINI,ATTIGLIANO BOMARZO,83.133
ROMA TERMINI,AVERSA,194.534
ROMA TERMINI,AVEZZANO,107.741
ROMA TERMINI,BAGNI DI TIVOLI,20.732
ROMA TERMINI,BAIANO DI SPOLETO,117.765
ROMA TERMINI,BARAGIANO,342.446
ROMA TERMINI,BARDONECCHIA,733.474
ROMA TERMINI,BARI CENTRALE,478.669
ROMA TERMINI,BARLETTA,425.775
ROMA TERMINI,BASTIA,168.85
ROMA TERMINI,BATTIPAGLIA,280.024
ROMA TERMINI,BELLA MURO,340.049
ROMA TERMINI,BENEVENTO,257.608
ROMA TERMINI,BERGAMO,573.815
ROMA TERMINI,BIVIO D AURISINA,630.523
ROMA TERMINI,BOIANO,214.942
ROMA TERMINI,BOLOGNA CENTRALE,352.425
ROMA TERMINI,BOLOGNA CENTRALE/AV,350.852
ROMA TERMINI,BOLZANO,607.474
ROMA TERMINI,BRENNERO,696.272
ROMA TERMINI,BRESCIA,525.16
ROMA TERMINI,CALALZO PIEVE CADORE CORTINA,622.951
ROMA TERMINI,CAMPIGLIA MARITTIMA,244.256
ROMA TERMINI,CAMPO DI CARNE,43.956
ROMA TERMINI,CAMPOBASSO,244.648
ROMA TERMINI,CAMPOLEONE,33.394
ROMA TERMINI,CANCELLO,209.97
ROMA TERMINI,CAPUA,187.052
ROMA TERMINI,CARSOLI,75.058
ROMA TERMINI,CASABIANCA,15.824
ROMA TERMINI,CASARSA,592.549
ROMA TERMINI,CASERTA,198.162
ROMA TERMINI,CASSINO,135.939
ROMA TERMINI,CASTEL GANDOLFO,25.867
ROMA TERMINI,CASTELPLANIO CUPRAMONTANA,236.552
ROMA TERMINI,CATTOLICA S GIOVANNI GABICCE,335.764
ROMA TERMINI,CECCHINA,28.32
ROMA TERMINI,CECINA,279.226
ROMA TERMINI,CELANO OVINDOLI,118.359
ROMA TERMINI,CEPRANO FALVATERRA,108.645
ROMA TERMINI,CERIGNOLA,390.125
ROMA TERMINI,CERVIGNANO A G,601.13
ROMA TERMINI,CERVIGNANO AQUILEIA GRADO,601.291
ROMA TERMINI,CETRARO,457.821
ROMA TERMINI,CHIAVARI,453.901
ROMA TERMINI,CHIETI,225.871
ROMA TERMINI,CHIUSI C T,144.428
ROMA TERMINI,CHIUSI CHIANCIANO TERME,144.428
ROMA TERMINI,CIAMPINO,16.769
ROMA TERMINI,CISTERNA DI LATINA,49.889
ROMA TERMINI,CIVITA CASTELLANA MAGLIANO,69.952
ROMA TERMINI,CIVITAVECCHIA,77.988
ROMA TERMINI,COLLE MATTIA,25.572
ROMA TERMINI,COLLEFERRO SEGNI PALIANO,53.661
ROMA TERMINI,COLONNA GALLERIA,28.14
ROMA TERMINI,DOBBIACO,714.543
ROMA TERMINI,EMPOLI,289.776
ROMA TERMINI,FABRIANO,207.912
ROMA TERMINI,FALCONARA MARITTIMA,264.765
ROMA TERMINI,FERRARA,397.016
ROMA TERMINI,FIGLINE VALDARNO,236.238
ROMA TERMINI,FIRENZE CAMPO MARTE,257.76
ROMA TERMINI,FIRENZE RIFREDI,261.635
ROMA TERMINI,FIRENZE S MARIA NOVELLA,262.166
ROMA TERMINI,FIUMICINO AEROPORTO,31.846
ROMA TERMINI,FOGGIA,360.655
ROMA TERMINI,FOLIGNO,149.72
ROMA TERMINI,FOLLONICA,226.674
ROMA TERMINI,FONDI SPERLONGA,109.461
ROMA TERMINI,FORMIA GAETA,128.272
ROMA TERMINI,FORTEZZA,656.009
ROMA TERMINI,FOSSATO DI VICO GUBBIO,191.575
ROMA TERMINI,FRANCIOSA,349.386
ROMA TERMINI,FRASCATI,20.346
ROMA TERMINI,FROSINONE,83.557
ROMA TERMINI,FUSCALDO,471.07
ROMA TERMINI,GAIFANA,178.63
ROMA TERMINI,GENOVA BRIGNOLE,489.242
ROMA TERMINI,GENOVA NERVI,480.659
ROMA TERMINI,GENOVA P PRINCIPE,491.818
ROMA TERMINI,GENOVA PIAZZA PRINCIPE,491.579
ROMA TERMINI,GIOIA TAURO,603.809
ROMA TERMINI,GIOVINAZZO,460.247
ROMA TERMINI,GIUNCANO,107.427
ROMA TERMINI,GRASSANO,559.195
ROMA TERMINI,GRICIGNANO,194.823
ROMA TERMINI,GROSSETO,185.174
ROMA TERMINI,GUALDO TADINO,185.724
ROMA TERMINI,IMPERIA,594.87
ROMA TERMINI,ISERNIA,187.449
ROMA TERMINI,JESI,251.263
ROMA TERMINI,LA SPEZIA CENTRALE,404.741
ROMA TERMINI,LADISPOLI CERVETERI,47.531
ROMA TERMINI,LAMEZIA TERME CENTRALE,533.964
ROMA TERMINI,LANUVIO,32.322
ROMA TERMINI,LATINA,60.903
ROMA TERMINI,LECCE,617.7
ROMA TERMINI,LIVORNO CENTRALE,312.931
ROMA TERMINI,LORETO,301.575
ROMA TERMINI,LUNGHEZZA,12.088
ROMA TERMINI,MACCARESE,31.229
ROMA TERMINI,MACCARESE FREGENE,31.354
ROMA TERMINI,MAGLIANA,14.865
ROMA TERMINI,MANDELA SAMBUCI,54.086
ROMA TERMINI,MANTOVA,460.127
ROMA TERMINI,MARCELLINA PALOMBARA,34.006
ROMA TERMINI,MARECHIARO,53.09
ROMA TERMINI,MARINO,22.575
ROMA TERMINI,MARINO LAZIALE,22.575
ROMA TERMINI,MASSA CENTRO,372.591
ROMA TERMINI,METAPONTO,478.848
ROMA TERMINI,MEZZOCORONA,568.771
ROMA TERMINI,MILANO CENTRALE,562.788
ROMA TERMINI,MILANO PORTA GARIBALDI,565.024
ROMA TERMINI,MILANO ROGOREDO,558.061
ROMA TERMINI,MINTURNO,138.297
ROMA TERMINI,MINTURNO SCAURI,138.297
ROMA TERMINI,MODENA,387.739
ROMA TERMINI,MONFALCONE,619.366
ROMA TERMINI,MONSELICE,449.776
ROMA TERMINI,MONTALTO DI CASTRO,114.132
ROMA TERMINI,MONTE S BIAGIO,102.76
ROMA TERMINI,MONTE S BIAGIO TERRACINA MARE,102.76
ROMA TERMINI,MONTEPESCALI,283.751
ROMA TERMINI,MONTEVARCHI TERRANUOVA,223.262
ROMA TERMINI,MOROLO,70.16
ROMA TERMINI,NAPOLI AFRAGOLA,219.877
ROMA TERMINI,NAPOLI CENTRALE,213.708
ROMA TERMINI,NETTUNO,59.039
ROMA TERMINI,NICOTERA,603.594
ROMA TERMINI,NOCERA UMBRA,168.411
ROMA TERMINI,ORBETELLO,153.802
ROMA TERMINI,ORBETELLO MONTE ARGENTARIO,147.275
ROMA TERMINI,ORTE,68.445
ROMA TERMINI,ORVIETO,108.837
ROMA TERMINI,OSPITALETTO TRAVAGLIATO,536.349
ROMA TERMINI,PADIGLIONE,49.672
ROMA TERMINI,PADOVA,472.844
ROMA TERMINI,PALAZZOLO SULL OGLIO,552.334
ROMA TERMINI,PAOLA,477.356
ROMA TERMINI,PAVIA,556.749
ROMA TERMINI,PAVONA,23.181
ROMA TERMINI,PC CIVITELLA DI AGLIANO,93.627
ROMA TERMINI,PERUGIA,189.295
ROMA TERMINI,PERUGIA PONTE S GIOVANNI,180.82
ROMA TERMINI,PESCARA,241.08
ROMA TERMINI,PESCARA PORTA NUOVA,240.372
ROMA TERMINI,PIACENZA,498.151
ROMA TERMINI,PICERNO,354.464
ROMA TERMINI,PIEDIMONTE VILLA S LUCIA AQUINO,127.021
ROMA TERMINI,PIETRARSA S GIORGIO A CREMANO,217.577
ROMA TERMINI,PIGNATARO MAGGIORE,188.368
ROMA TERMINI,PISA CENTRALE,330.205
ROMA TERMINI,PISA S ROSSORE,332.411
ROMA TERMINI,PISCIOTTA PALINURO,349.432
ROMA TERMINI,PIZZO,562.5
ROMA TERMINI,POGGIO MIRTETO,48.763
ROMA TERMINI,POMEZIA S PALOMBA,23.796
ROMA TERMINI,POMPEI,236.478
ROMA TERMINI,PONTASSIEVE,251.579
ROMA TERMINI,PONTE CASALDUNI,247.954
ROMA TERMINI,PONTE GALERIA,22.714
ROMA TERMINI,PONTICINO,213.816
ROMA TERMINI,POPOLI VITTORITO,187.778
ROMA TERMINI,POTENZA CENTRALE,371.576
ROMA TERMINI,POTENZA INFERIORE,380.216
ROMA TERMINI,PRATO CENTRALE,275.828
ROMA TERMINI,PRIVERNO FOSSANOVA,85.278
ROMA TERMINI,QUARTO D ALTINO,516.1
ROMA TERMINI,RAVENNA,398.486
ROMA TERMINI,RECALE,199.372
ROMA TERMINI,REGGIO CALABRIA CENTRALE,654.009
ROMA TERMINI,REGGIO DI CALABRIA CENTRALE,654.009
ROMA TERMINI,REGGIO EMILIA,412.853
ROMA TERMINI,RHO FIERA,573.209
ROMA TERMINI,RICADI CAPO VATICANO,594.067
ROMA TERMINI,RIMINI,354.04
ROMA TERMINI,ROCCA D EVANDRO,145.55
ROMA TERMINI,ROCCA RAVINDOLA,169.364
ROMA TERMINI,ROMA AURELIA,17.424
ROMA TERMINI,ROMA CASILINA,4.983
ROMA TERMINI,ROMA OSTIENSE,6.9
ROMA TERMINI,ROMA PRENESTINA,4.473
ROMA TERMINI,ROMA S PIETRO,12.119
ROMA TERMINI,ROMA SMISTAMENTO,4.087
ROMA TERMINI,ROMA TIBURTINA,4.891
ROMA TERMINI,ROMA TRASTEVERE,8.611
ROMA TERMINI,ROMA TUSCOLANA,3.687
ROMA TERMINI,ROSARNO,593.915
ROMA TERMINI,ROSIGNANO,289.885
ROMA TERMINI,ROVIANO,62.294
ROMA TERMINI,ROVIGO,428.775
ROMA TERMINI,S BENEDETTO DEL TRONTO,302.575
ROMA TERMINI,S CANDIDO,718.347
ROMA TERMINI,S DONA DI PIAVE,532.733
ROMA TERMINI,S GENNARO,35.967
