partenza,arrivo,km,origine_stima
MILANO CENTRALE,IMOLA,462.207,cammino
MILANO CENTRALE,IMPERIA,264.556,cammino
MILANO CENTRALE,LEVANTO,236.375,cammino
MILANO CENTRALE,LIVORNO CENTRALE,305.136,cammino
MILANO CENTRALE,LIVORNO FERRARIS,105.52,cammino
MILANO CENTRALE,LOANO,231.706,cammino
MILANO CENTRALE,LODI,35.546,cammino
MILANO CENTRALE,MAGENTA,30.5,cammino
MILANO CENTRALE,MAROTTA MONDOLFO,583.176,cammino
MILANO CENTRALE,MASSA CENTRO,242.206,cammino
MILANO CENTRALE,MELEGNANO,20.341,cammino
MILANO CENTRALE,MILANO LAMBRATE,3.78,adiacenti
MILANO CENTRALE,MILANO PORTA GARIBALDI,21.48,cammino
MILANO CENTRALE,MILANO ROGOREDO,9.598,adiacenti
MILANO CENTRALE,MODANE,256.97,cammino
MILANO CENTRALE,MONTEROSSO,240.701,cammino
MILANO CENTRALE,MORTARA,76.22,cammino
MILANO CENTRALE,NOVARA,51.98,cammino
MILANO CENTRALE,NOVI LIGURE,122.751,cammino
MILANO CENTRALE,ORTE,565.364,cammino
MILANO CENTRALE,PARMA,154.189,cammino
MILANO CENTRALE,PAVIA,38.176,cammino
MILANO CENTRALE,PERUGIA,510.807,cammino
MILANO CENTRALE,PESARO,558.444,cammino
MILANO CENTRALE,PIACENZA,71.395,cammino
MILANO CENTRALE,PIETRASANTA,252.86,cammino
MILANO CENTRALE,PISA CENTRALE,284.641,cammino
MILANO CENTRALE,PONTREMOLI,186.643,cammino
MILANO CENTRALE,PREMOSELLO CHIOVENDA,108.015,cammino
MILANO CENTRALE,RAVENNA,496.459,cammino
MILANO CENTRALE,RHO,16.35,adiacenti
MILANO CENTRALE,RIMINI,525.044,cammino
MILANO CENTRALE,ROMA OSTIENSE,610.855,cammino
MILANO CENTRALE,ROMA S PIETRO,606.044,cammino
MILANO CENTRALE,ROMA TERMINI,617.968,cammino
MILANO CENTRALE,ROMA TIBURTINA,622.488,cammino
MILANO CENTRALE,RONCO SCRIVIA,144.686,cammino
MILANO CENTRALE,ROVATO,207.617,cammino
MILANO CENTRALE,S VINCENZO,363.155,cammino
MILANO CENTRALE,SANTHIA,92.99,cammino
MILANO CENTRALE,SARZANA,224.987,cammino
MILANO CENTRALE,SAVONA,203.366,cammino
MILANO CENTRALE,SENIGALLIA,592.217,cammino
MILANO CENTRALE,SESTO CALENDE,59.49,cammino
MILANO CENTRALE,SESTRI LEVANTE,215.081,cammino
MILANO CENTRALE,SOMMA LOMBARDO,49.98,cammino
MILANO CENTRALE,STRESA,85.335,cammino
MILANO CENTRALE,TAGGIA ARMA,280.536,cammino
MILANO CENTRALE,TORINO LINGOTTO,152.86,cammino
MILANO CENTRALE,TORINO PORTA NUOVA,152.05,cammino
MILANO CENTRALE,TORINO PORTA SUSA,147.01,cammino
MILANO CENTRALE,TORINO STURA,140.01,cammino
MILANO CENTRALE,TORTONA,79.236,cammino
MILANO CENTRALE,VENTIMIGLIA,302.906,cammino
MILANO CENTRALE,VERCELLI,73.87,cammino
MILANO CENTRALE,VIAREGGIO,262.399,cammino
MILANO CENTRALE,VITTUONE ARLUNO,24.72,cammino
MILANO CENTRALE,VOGHERA,63.036,cammino
MILANO CENTRALE,ZOAGLI,202.703,cammino
MILANO LAMBRATE,ALESSANDRIA,97.371,cammino
MILANO LAMBRATE,ARQUATA SCRIVIA,130.421,cammino
MILANO LAMBRATE,ASTI,131.666,cammino
MILANO LAMBRATE,BERGAMO,235.515,cammino
MILANO LAMBRATE,BOLOGNA CENTRALE,423.029,cammino
MILANO LAMBRATE,BRESCIA,186.816,cammino
MILANO LAMBRATE,BUSTO ARSIZIO,39.18,cammino
MILANO LAMBRATE,CASALPUSTERLENGO,50.629,cammino
MILANO LAMBRATE,CODOGNO,55.486,cammino
MILANO LAMBRATE,CREMONA,136.61,cammino
MILANO LAMBRATE,GALLARATE,46.28,cammino
MILANO LAMBRATE,GENOVA BRIGNOLE,168.746,cammino
MILANO LAMBRATE,GENOVA P PRINCIPE,171.37,cammino
MILANO LAMBRATE,GENOVA PIAZZA PRINCIPE,166.206,cammino
MILANO LAMBRATE,LIVORNO CENTRALE,301.356,cammino
MILANO LAMBRATE,LODI,31.766,cammino
MILANO LAMBRATE,MILANO CENTRALE,3.78,adiacenti
MILANO LAMBRATE,MILANO PORTA GARIBALDI,25.26,cammino
MILANO LAMBRATE,MORTARA,80.0,cammino
MILANO LAMBRATE,NOVI LIGURE,118.971,cammino
MILANO LAMBRATE,PARMA,150.409,cammino
MILANO LAMBRATE,PAVIA,34.396,cammino
MILANO LAMBRATE,PIACENZA,67.615,cammino
MILANO LAMBRATE,PISA CENTRALE,280.861,cammino
MILANO LAMBRATE,RIMINI,521.264,cammino
MILANO LAMBRATE,ROVATO,203.837,cammino
MILANO LAMBRATE,SESTRI LEVANTE,211.301,cammino
MILANO LAMBRATE,TORTONA,75.456,cammino
MILANO LAMBRATE,VENTIMIGLIA,299.126,cammino
MILANO LAMBRATE,VOGHERA,59.256,cammino
MILANO PORTA GARIBALDI,ALBENGA,254.365,cammino
MILANO PORTA GARIBALDI,ALESSANDRIA,114.8,cammino
MILANO PORTA GARIBALDI,ANCONA,639.562,cammino
MILANO PORTA GARIBALDI,ARONA,64.24,cammino
MILANO PORTA GARIBALDI,ARQUATA SCRIVIA,147.85,cammino
MILANO PORTA GARIBALDI,ASTI,149.095,cammino
MILANO PORTA GARIBALDI,AULLA LUNIGIANA,228.091,cammino
MILANO PORTA GARIBALDI,BELGIRATE,75.4,cammino
MILANO PORTA GARIBALDI,BERGAMO,260.775,cammino
MILANO PORTA GARIBALDI,BOLOGNA CENTRALE,448.289,cammino
MILANO PORTA GARIBALDI,BRESCIA,212.076,cammino
MILANO PORTA GARIBALDI,BUSTO ARSIZIO,31.64,cammino
MILANO PORTA GARIBALDI,CASALE MONFERRATO,119.64,cammino
MILANO PORTA GARIBALDI,CHIVASSO,119.91,cammino
MILANO PORTA GARIBALDI,CODOGNO,80.746,cammino
MILANO PORTA GARIBALDI,CREMONA,161.87,cammino
MILANO PORTA GARIBALDI,DOMODOSSOLA,119.785,cammino
MILANO PORTA GARIBALDI,FAENZA,484.466,cammino
MILANO PORTA GARIBALDI,FANO,592.406,cammino
MILANO PORTA GARIBALDI,FIDENZA,127.989,cammino
MILANO PORTA GARIBALDI,FIRENZE S MARIA NOVELLA,383.382,cammino
MILANO PORTA GARIBALDI,FOLIGNO,571.926,cammino
MILANO PORTA GARIBALDI,FORNOVO,152.706,cammino
MILANO PORTA GARIBALDI,GALLARATE,38.74,cammino
MILANO PORTA GARIBALDI,GENOVA BRIGNOLE,186.175,cammino
MILANO PORTA GARIBALDI,GENOVA P PRINCIPE,188.799,cammino
MILANO PORTA GARIBALDI,GENOVA PIAZZA PRINCIPE,183.635,cammino
MILANO PORTA GARIBALDI,IMPERIA,278.205,cammino
MILANO PORTA GARIBALDI,LIVORNO CENTRALE,326.616,cammino
MILANO PORTA GARIBALDI,LIVORNO FERRARIS,101.76,cammino
MILANO PORTA GARIBALDI,LODI,57.026,cammino
MILANO PORTA GARIBALDI,MAGENTA,26.74,cammino
MILANO PORTA GARIBALDI,MERGOZZO,93.53,cammino
MILANO PORTA GARIBALDI,MILANO CENTRALE,21.48,cammino
MILANO PORTA GARIBALDI,MILANO LAMBRATE,25.26,cammino
MILANO PORTA GARIBALDI,MILANO ROGOREDO,31.051,cammino
MILANO PORTA GARIBALDI,NOVARA,48.22,cammino
MILANO PORTA GARIBALDI,NOVI LIGURE,136.4,cammino
MILANO PORTA GARIBALDI,PARMA,175.669,cammino
MILANO PORTA GARIBALDI,PAVIA,59.656,cammino
MILANO PORTA GARIBALDI,PESARO,579.924,cammino
MILANO PORTA GARIBALDI,PIACENZA,92.875,cammino
MILANO PORTA GARIBALDI,PISA CENTRALE,306.121,cammino
MILANO PORTA GARIBALDI,PONTREMOLI,208.123,cammino
MILANO PORTA GARIBALDI,PREMOSELLO CHIOVENDA,104.255,cammino
MILANO PORTA GARIBALDI,RHO,37.83,cammino
MILANO PORTA GARIBALDI,RHO FIERA,8.86,adiacenti
MILANO PORTA GARIBALDI,RIMINI,546.524,cammino
MILANO PORTA GARIBALDI,ROMA TERMINI,639.448,cammino
MILANO PORTA GARIBALDI,SANTHIA,89.23,cammino
MILANO PORTA GARIBALDI,SENIGALLIA,613.697,cammino
MILANO PORTA GARIBALDI,SESTO CALENDE,55.73,cammino
MILANO PORTA GARIBALDI,SESTRI LEVANTE,228.73,cammino
MILANO PORTA GARIBALDI,SOMMA LOMBARDO,46.22,cammino
MILANO PORTA GARIBALDI,STRESA,81.575,cammino
MILANO PORTA GARIBALDI,TAGGIA ARMA,294.185,cammino
MILANO PORTA GARIBALDI,TORINO LINGOTTO,149.1,cammino
MILANO PORTA GARIBALDI,TORINO PORTA NUOVA,148.29,cammino
MILANO PORTA GARIBALDI,TORINO STURA,136.25,cammino
MILANO PORTA GARIBALDI,TORTONA,100.716,cammino
MILANO PORTA GARIBALDI,TRECATE,38.7,cammino
MILANO PORTA GARIBALDI,VENTIMIGLIA,316.555,cammino
MILANO PORTA GARIBALDI,VERCELLI,70.11,cammino
MILANO PORTA GARIBALDI,VIAREGGIO,283.879,cammino
MILANO PORTA GARIBALDI,VITTUONE ARLUNO,20.96,cammino
MILANO PORTA GARIBALDI,VOGHERA,84.516,cammino
MILANO ROGOREDO,ALASSIO,237.285,cammino
MILANO ROGOREDO,ALBENGA,231.145,cammino
MILANO ROGOREDO,ALESSANDRIA,91.58,cammino
MILANO ROGOREDO,ARQUATA SCRIVIA,124.63,cammino
MILANO ROGOREDO,ASTI,125.875,cammino
MILANO ROGOREDO,BOLOGNA CENTRALE,417.238,cammino
MILANO ROGOREDO,CREMONA,130.819,cammino
MILANO ROGOREDO,GENOVA BRIGNOLE,162.955,cammino
MILANO ROGOREDO,GENOVA P PRINCIPE,165.579,cammino
MILANO ROGOREDO,GENOVA PIAZZA PRINCIPE,160.415,cammino
MILANO ROGOREDO,LIVORNO CENTRALE,295.565,cammino
MILANO ROGOREDO,LODI,25.975,adiacenti
MILANO ROGOREDO,MASSA CENTRO,232.635,cammino
MILANO ROGOREDO,MELEGNANO,10.77,adiacenti
MILANO ROGOREDO,MILANO CENTRALE,9.598,adiacenti
MILANO ROGOREDO,MILANO LAMBRATE,5.791,adiacenti
MILANO ROGOREDO,MILANO PORTA GARIBALDI,31.051,cammino
MILANO ROGOREDO,MORTARA,85.791,cammino
MILANO ROGOREDO,NOVARA,61.551,cammino
MILANO ROGOREDO,NOVI LIGURE,113.18,cammino
MILANO ROGOREDO,PARMA,144.618,cammino
MILANO ROGOREDO,PAVIA,28.605,adiacenti
MILANO ROGOREDO,PIACENZA,61.824,cammino
MILANO ROGOREDO,PISA CENTRALE,275.07,cammino
MILANO ROGOREDO,RIMINI,515.473,cammino
MILANO ROGOREDO,ROMA TERMINI,608.397,cammino
MILANO ROGOREDO,ROMA TIBURTINA,612.917,cammino
MILANO ROGOREDO,SARZANA,215.416,cammino
MILANO ROGOREDO,SAVONA,193.795,cammino
MILANO ROGOREDO,TORTONA,69.665,cammino
MILANO ROGOREDO,VOGHERA,53.465,cammino
MODANE,BUSSOLENO,59.39,cammino
MODANE,MILANO CENTRALE,256.97,cammino
MODANE,SALBERTRAND,35.74,cammino
MODANE,TORINO PORTA NUOVA,104.92,cammino
MOMBALDONE ROCCAVERANO,ALESSANDRIA,55.305,cammino
MOMBARUZZO,ASTI,32.3,cammino
MONCALIERI,ALBA,58.325,cammino
MONCALIERI,ASTI,47.77,cammino
MONCALIERI,FOSSANO,55.43,cammino
MONCALIERI,TORINO STURA,16.54,cammino
MONCALIERI SANGONE,CHIVASSO,32.475,cammino
MONDOVI,FOSSANO,18.99,adiacenti
MONDOVI,S GIUSEPPE DI CAIRO,44.52,cammino
MONDOVI,SAVONA,64.81,cammino
MONDOVI,TORINO PORTA NUOVA,82.43,cammino
MONTALE AGLIANA,FIRENZE S MARIA NOVELLA,25.568,cammino
MONTANARO,IVREA,27.24,cammino
MONTANARO,NOVARA,76.91,cammino
MONTANARO,TORINO PORTA NUOVA,33.6,cammino
MONTE ANTICO,GROSSETO,44.828,cammino
MONTE ANTICO,ROMA OSTIENSE,222.852,cammino
MONTE ANTICO,SIENA,55.849,cammino
MONTEGROSSO,ACQUI TERME,33.36,cammino
MONTELLO GORLAGO,BERGAMO,11.174,cammino
MONTELLO GORLAGO,BRESCIA,37.525,cammino
MONTELLO GORLAGO,CREMONA,87.731,cammino
MONTEPESCALI,FIRENZE S MARIA NOVELLA,182.114,cammino
MONTEPESCALI,GROSSETO,11.76,adiacenti
MONTEPESCALI,LIVORNO CENTRALE,115.935,cammino
MONTEPESCALI,PISA CENTRALE,136.43,cammino
MONTEPESCALI,S VINCENZO,57.916,cammino
MONTEPULCIANO,CHIUSI C T,18.762,adiacenti
MONTEPULCIANO,EMPOLI,133.157,cammino
MONTEPULCIANO,GRANAIOLO,123.105,cammino
MONTEPULCIANO,SIENA,70.195,cammino
MONTEROSSO,GENOVA BRIGNOLE,68.175,cammino
MONTEROSSO,GENOVA P PRINCIPE,70.799,cammino
MONTEROSSO,MILANO CENTRALE,240.701,cammino
MONTEROSSO,MILANO PORTA GARIBALDI,254.35,cammino
MONTEROSSO,SARZANA,30.844,cammino
MONTEROSSO,SESTRI LEVANTE,25.62,cammino
MONZUNO,BOLOGNA CENTRALE,25.511,cammino
MORANO SUL PO,ALESSANDRIA,42.615,cammino
MORTARA,ALESSANDRIA,42.34,cammino
MORTARA,CASALE MONFERRATO,47.18,cammino
MORTARA,MILANO CENTRALE,76.22,cammino
MORTARA,MILANO LAMBRATE,80.0,cammino
MORTARA,MILANO PORTA GARIBALDI,72.46,cammino
MORTARA,MILANO ROGOREDO,85.791,cammino
MORTARA,NOVARA,24.24,cammino
MORTARA,PAVIA,105.315,cammino
MORTARA,VALENZA,28.4,cammino
MORTARA,VERCELLI,46.13,cammino
NAVACCHIO,FIRENZE S MARIA NOVELLA,69.586,cammino
NAVACCHIO,PISA CENTRALE,7.675,adiacenti
NIZZA MONFERRATO,ACQUI TERME,20.51,cammino
NIZZA MONFERRATO,ASTI,24.96,cammino
NIZZA MONFERRATO,ROMA OSTIENSE,610.681,cammino
NIZZA MONFERRATO,TORINO PORTA NUOVA,80.74,cammino
NONE,CANDIOLO,5.375,adiacenti
NONE,CHIVASSO,44.935,cammino
NONE,PINEROLO,17.28,cammino
NONE,TORINO LINGOTTO,15.745,cammino
NONE,TORINO STURA,28.595,cammino
NOVARA,ALESSANDRIA,66.58,cammino
NOVARA,AREZZO,445.488,cammino
NOVARA,ARONA,35.74,cammino
NOVARA,BIELLA S PAOLO,50.77,cammino
NOVARA,BORGO TICINO,27.51,cammino
NOVARA,BORGOMANERO,30.405,cammino
NOVARA,CALTIGNAGA,7.97,adiacenti
NOVARA,CALUSO,85.61,cammino
NOVARA,CANDIA CANAVESE,89.11,cammino
NOVARA,CASALE MONFERRATO,71.42,cammino
NOVARA,CHIVASSO,71.69,cammino
NOVARA,COSSATO,40.35,cammino
NOVARA,CRESSA FONTANETO,23.865,cammino
NOVARA,DOMODOSSOLA,86.865,cammino
NOVARA,GARBAGNA,8.22,adiacenti
NOVARA,GOZZANO,35.715,cammino
NOVARA,GRAVELLONA TOCE,58.745,cammino
NOVARA,IVREA,104.15,cammino
NOVARA,LIVORNO FERRARIS,53.54,cammino
NOVARA,MAGENTA,21.48,adiacenti
NOVARA,MILANO CENTRALE,51.98,cammino
NOVARA,MILANO LAMBRATE,55.76,cammino
NOVARA,MILANO PORTA GARIBALDI,48.22,cammino
NOVARA,MILANO ROGOREDO,61.551,cammino
NOVARA,MONTANARO,76.91,cammino
NOVARA,MORTARA,24.24,cammino
NOVARA,OLEGGIO,16.59,adiacenti
NOVARA,OMEGNA,51.405,cammino
NOVARA,ORTA MIASINO,41.905,cammino
NOVARA,PAVIA,90.156,cammino
NOVARA,PIEVE VERGONTE,75.46,cammino
NOVARA,PREMOSELLO CHIOVENDA,71.335,cammino
NOVARA,RHO,35.63,cammino
NOVARA,RODALLO,82.28,cammino
NOVARA,ROVASENDA,27.54,cammino
NOVARA,SANTHIA,41.01,cammino
NOVARA,STRAMBINO,95.07,cammino
NOVARA,TORINO LINGOTTO,100.88,cammino
NOVARA,TORINO PORTA NUOVA,100.07,cammino
NOVARA,TORINO STURA,88.03,cammino
NOVARA,TORREBERETTI,46.41,cammino
NOVARA,TRECATE,9.53,adiacenti
NOVARA,VALENZA,52.64,cammino
NOVARA,VERCELLI,21.89,adiacenti
NOVARA,VESPOLATE,12.03,cammino
NOVARA,VIGNALE,3.275,adiacenti
NOVARA,VILLADOSSOLA,82.01,cammino
NOVARA,VITTUONE ARLUNO,27.26,cammino
NOVI LIGURE,ALESSANDRIA,21.6,adiacenti
NOVI LIGURE,ARQUATA SCRIVIA,11.45,cammino
NOVI LIGURE,ASTI,55.895,cammino
NOVI LIGURE,BARDONECCHIA,197.885,cammino
NOVI LIGURE,GENOVA BRIGNOLE,49.775,cammino
NOVI LIGURE,GENOVA P PRINCIPE,52.399,cammino
NOVI LIGURE,GENOVA PIAZZA PRINCIPE,47.235,cammino
NOVI LIGURE,GENOVA SAMPIERDARENA,60.961,cammino
NOVI LIGURE,MILANO CENTRALE,122.751,cammino
NOVI LIGURE,MILANO LAMBRATE,118.971,cammino
NOVI LIGURE,MILANO PORTA GARIBALDI,136.4,cammino
NOVI LIGURE,MILANO ROGOREDO,113.18,cammino
NOVI LIGURE,PAVIA,84.575,cammino
NOVI LIGURE,RONCO SCRIVIA,21.935,cammino
NOVI LIGURE,TORINO PORTA NUOVA,111.675,cammino
NOVI LIGURE,TORTONA,43.515,cammino
NOVI LIGURE,TROFARELLO,98.645,cammino
NOVI LIGURE,VOGHERA,59.715,cammino
OLEGGIO,ARONA,19.15,cammino
OLEGGIO,NOVARA,16.59,adiacenti
OMEGNA,DOMODOSSOLA,35.46,cammino
OMEGNA,NOVARA,51.405,cammino
ORBETELLO,CASTELLINA CH,152.718,cammino
ORBETELLO,CECINA,131.943,cammino
ORBETELLO,CERTALDO,177.178,cammino
ORBETELLO,EMPOLI,201.542,cammino
ORBETELLO,FIRENZE S MARIA NOVELLA,231.777,cammino
ORBETELLO,GAVORRANO,64.95,cammino
ORBETELLO,GROSSETO,37.903,cammino
ORBETELLO,LIVORNO CENTRALE,165.598,cammino
ORBETELLO,MILANO CENTRALE,470.734,cammino
ORBETELLO,PISA CENTRALE,186.093,cammino
ORBETELLO,ROMA TERMINI,147.234,cammino
ORBETELLO,S VINCENZO,107.579,cammino
ORBETELLO,SIENA,138.58,cammino
ORBETELLO,VADA,137.86,cammino
ORTA MIASINO,NOVARA,41.905,cammino
ORTE,ANCONA,463.135,cammino
ORTE,AREZZO,144.969,cammino
ORTE,ATTIGLIANO,13.636,adiacenti
ORTE,CHIUSI C T,81.778,cammino
ORTE,FABRO FICULLE,64.9,cammino
ORTE,FIGLINE VALDARNO,188.793,cammino
ORTE,FIRENZE S MARIA NOVELLA,218.608,cammino
ORTE,FOLIGNO,192.541,cammino
ORTE,MILANO CENTRALE,565.364,cammino
ORTE,ORVIETO,42.347,cammino
ORTE,PERUGIA,152.902,cammino
ORTE,ROMA OSTIENSE,87.612,cammino
ORTE,ROMA TERMINI,80.499,cammino
ORTE,ROMA TIBURTINA,75.979,adiacenti
ORTE,ROMA TUSCOLANA,83.927,cammino
ORVIETO,CHIUSI C T,39.431,cammino
ORVIETO,FIRENZE S MARIA NOVELLA,176.261,cammino
ORVIETO,FOLIGNO,150.194,cammino
ORVIETO,MAGIONE,89.23,cammino
ORVIETO,ORTE,42.347,cammino
ORVIETO,PERUGIA,110.555,cammino
ORVIETO,ROMA TERMINI,122.846,cammino
OSTIA PARMENSE,PARMA,53.443,cammino
OULX CESANA CLAVIERE SESTRIERE,TORINO PORTA NUOVA,75.12,cammino
P M BADESSE,EMPOLI,55.647,cammino
P M BADESSE,FIRENZE S MARIA NOVELLA,85.882,cammino
PARMA,ANCONA,509.819,cammino
PARMA,AULLA LUNIGIANA,98.348,cammino
PARMA,BERCETO,45.045,cammino
PARMA,BOLOGNA CENTRALE,318.546,cammino
PARMA,BRESCIA,131.767,cammino
PARMA,BUSSETO,60.337,cammino
PARMA,CASALPUSTERLENGO,99.78,cammino
PARMA,CODOGNO,94.923,cammino
PARMA,COLLECCHIO,11.766,cammino
PARMA,CREMONA,81.561,cammino
PARMA,DEIVA MARINA,148.823,cammino
PARMA,FIDENZA,47.68,cammino
PARMA,FILATTIERA,84.971,cammino
PARMA,FIORENZUOLA,61.155,cammino
PARMA,FORNOVO,22.963,cammino
PARMA,GENOVA BRIGNOLE,203.346,cammino
PARMA,GENOVA NERVI,195.129,cammino
PARMA,GENOVA P PRINCIPE,205.97,cammino
PARMA,GENOVA PIAZZA PRINCIPE,205.886,cammino
PARMA,LODI,118.643,cammino
PARMA,MILANO CENTRALE,154.189,cammino
PARMA,MILANO LAMBRATE,150.409,cammino
PARMA,MILANO PORTA GARIBALDI,175.669,cammino
PARMA,MILANO ROGOREDO,144.618,cammino
PARMA,OSTIA PARMENSE,53.443,cammino
PARMA,PESARO,450.181,cammino
PARMA,PIACENZA,82.794,cammino
PARMA,PONTREMOLI,78.38,cammino
PARMA,RAVENNA,388.196,cammino
PARMA,RIMINI,416.781,cammino
PARMA,SESTRI LEVANTE,160.791,cammino
PARMA,TORINO PORTA SUSA,301.199,cammino
PARMA,VEZZANO LIGURE,111.734,cammino
PARMA,VICOFERTILE,7.288,adiacenti
PARMA,VOGHERA,198.083,cammino
PAVIA,ALBENGA,202.54,cammino
PAVIA,ALESSANDRIA,62.975,cammino
PAVIA,ASTI,97.27,cammino
PAVIA,BUSTO ARSIZIO,73.576,cammino
PAVIA,CASALPUSTERLENGO,73.443,cammino
PAVIA,CODOGNO,78.3,cammino
PAVIA,CREMONA,159.424,cammino
PAVIA,GENOVA BRIGNOLE,134.35,cammino
PAVIA,GENOVA PIAZZA PRINCIPE,131.81,cammino
PAVIA,MILANO CENTRALE,38.176,cammino
PAVIA,MILANO LAMBRATE,34.396,cammino
PAVIA,MILANO PORTA GARIBALDI,59.656,cammino
PAVIA,MILANO ROGOREDO,28.605,adiacenti
PAVIA,MORTARA,105.315,cammino
PAVIA,NOVARA,90.156,cammino
PAVIA,NOVI LIGURE,84.575,cammino
PAVIA,PIACENZA,90.429,cammino
PAVIA,TORREBERETTI,83.145,cammino
PAVIA,TORTONA,41.06,cammino
PAVIA,VALENZA,76.915,cammino
PAVIA,VENTIMIGLIA,264.73,cammino
PAVIA,VERCELLI,112.046,cammino
PAVIA,VOGHERA,24.86,cammino
PERUGIA,AREZZO,77.305,cammino
PERUGIA,ASSISI,23.97,cammino
PERUGIA,BASTIA,20.573,cammino
PERUGIA,CHIUSI C T,71.124,cammino
PERUGIA,FIGLINE VALDARNO,121.129,cammino
PERUGIA,FIRENZE S MARIA NOVELLA,150.944,cammino
PERUGIA,FOLIGNO,39.639,cammino
PERUGIA,MAGIONE,21.325,cammino
PERUGIA,MILANO CENTRALE,510.807,cammino
PERUGIA,ORTE,152.902,cammino
PERUGIA,ORVIETO,110.555,cammino
PERUGIA,ROMA OSTIENSE,240.514,cammino
PERUGIA,ROMA TERMINI,233.401,cammino
PERUGIA,ROMA TIBURTINA,228.881,cammino
PERUGIA,SPELLO,34.712,cammino
PERUGIA,TORINO PORTA NUOVA,546.288,cammino
PERUGIA,TORINO PORTA SUSA,547.818,cammino
PESARO,ANCONA,59.638,cammino
PESARO,ASTI,538.145,cammino
PESARO,BERGAMO,584.721,cammino
PESARO,BOLOGNA CENTRALE,145.886,cammino
PESARO,BRESCIA,536.022,cammino
PESARO,CASTELBOLOGNESE,102.701,cammino
PESARO,CESENATICO,54.689,cammino
PESARO,FAENZA,95.458,cammino
PESARO,FANO,12.482,adiacenti
PESARO,FIDENZA,451.935,cammino
PESARO,FIORENZUOLA,465.41,cammino
PESARO,FOLIGNO,375.472,cammino
PESARO,FORLI,79.73,cammino
PESARO,IMOLA,110.507,cammino
PESARO,LODI,522.898,cammino
PESARO,MAROTTA MONDOLFO,24.732,cammino
PESARO,MILANO CENTRALE,558.444,cammino
PESARO,MILANO LAMBRATE,554.664,cammino
PESARO,MILANO PORTA GARIBALDI,579.924,cammino
PESARO,MILANO ROGOREDO,548.873,cammino
PESARO,PARMA,450.181,cammino
PESARO,PIACENZA,487.049,cammino
PESARO,RAVENNA,83.311,cammino
PESARO,RIMINI,33.4,cammino
PESARO,ROMA S PIETRO,495.92,cammino
PESARO,ROMA TERMINI,483.996,cammino
PESARO,SENIGALLIA,33.773,cammino
PESARO,TORINO PORTA NUOVA,593.925,cammino
PESCIA,FIRENZE RIFREDI,51.368,cammino
PESCIA,FIRENZE S MARIA NOVELLA,54.132,cammino
PESCIA,LUCCA,23.115,adiacenti
PESCIA,PISA CENTRALE,46.248,cammino
PESCIA,PISTOIA,20.666,cammino
PESCIA,PRATO CENTRALE,37.725,cammino
PESCIA,VIAREGGIO,46.143,cammino
PIACENZA,ANCONA,546.687,cammino
PIACENZA,ARQUATA SCRIVIA,186.454,cammino
PIACENZA,BOLOGNA CENTRALE,355.414,cammino
PIACENZA,CASALPUSTERLENGO,16.986,cammino
PIACENZA,CASTELBOLOGNESE,398.618,cammino
PIACENZA,CESENA,425.204,cammino
PIACENZA,CODOGNO,12.129,adiacenti
PIACENZA,FAENZA,391.591,cammino
PIACENZA,FANO,499.531,cammino
PIACENZA,FIDENZA,35.114,adiacenti
PIACENZA,FIORENZUOLA,21.639,adiacenti
PIACENZA,FORLI,407.319,cammino
PIACENZA,GENOVA BRIGNOLE,224.779,cammino
PIACENZA,GENOVA P PRINCIPE,227.403,cammino
PIACENZA,GENOVA PIAZZA PRINCIPE,222.239,cammino
PIACENZA,GENOVA SAMPIERDARENA,235.965,cammino
PIACENZA,IMOLA,390.812,cammino
PIACENZA,LIVORNO CENTRALE,233.741,cammino
PIACENZA,LODI,35.849,adiacenti
PIACENZA,MAROTTA MONDOLFO,511.781,cammino
PIACENZA,MILANO CENTRALE,71.395,cammino
PIACENZA,MILANO LAMBRATE,67.615,cammino
PIACENZA,MILANO PORTA GARIBALDI,92.875,cammino
PIACENZA,MILANO ROGOREDO,61.824,cammino
PIACENZA,PARMA,82.794,cammino
PIACENZA,PAVIA,90.429,cammino
PIACENZA,PESARO,487.049,cammino
PIACENZA,RAVENNA,425.064,cammino
PIACENZA,RIMINI,453.649,cammino
PIACENZA,ROMA TERMINI,546.573,cammino
PIACENZA,RONCO SCRIVIA,196.939,cammino
PIACENZA,SENIGALLIA,520.822,cammino
PIACENZA,VOGHERA,115.289,cammino
PIANA,ALESSANDRIA,67.43,cammino
PIANORO,BOLOGNA CENTRALE,16.358,cammino
PIANORO,PORRETTA TERME,121.168,cammino
PIANORO,PRATO CENTRALE,64.258,cammino
PIETRA LIGURE,MILANO CENTRALE,228.516,cammino
PIETRA LIGURE,VENTIMIGLIA,74.39,cammino
PIETRASANTA,FIRENZE S MARIA NOVELLA,109.042,cammino
PIETRASANTA,PISA CENTRALE,31.781,cammino
PIEVE LIGURE,GENOVA BRIGNOLE,12.464,cammino
PIEVE VERGONTE,NOVARA,75.46,cammino
PINEROLO,AIRASCA,12.65,cammino
PINEROLO,CANDIOLO,22.655,cammino
PINEROLO,CHIVASSO,62.215,cammino
PINEROLO,MONCALIERI SANGONE,29.74,cammino
PINEROLO,NONE,17.28,cammino
PINEROLO,PISCINA DI PINEROLO,8.02,cammino
PINEROLO,TORINO LINGOTTO,33.025,cammino
PINEROLO,TORINO STURA,45.875,cammino
