partenza,arrivo,corse,con_misura,con_durata,durata_tot,ritardo_tot,in_ritardo,mesi,primo_mese,ultimo_mese,km,qualita_km,durata_media_min,ritardo_medio_min,min_per_100km,ritardo_per_100km,km_h_programmati,km_h_effettivi,pct_ritardo,attraversa_stretto
LUCCA,MONTECATINI TERME MONSUMMANO,424,394,424,18952.0000,602,32,7,2025-05,2026-07,30.8800,ufficiale,44.6981,1.5279,144.7478,4.9479,41.4514,40.0813,8.1218,False
MALPENSA AEROPORTO T1,STABIO,4731,4633,4731,297102.0000,4203,233,23,2021-05,2023-05,43.4100,stimata,62.7990,0.9072,144.6648,2.0898,41.4752,40.8846,5.0291,False
BRESCIA,PISOGNE,2675,2672,2675,183374.0000,3113,159,69,2019-12,2026-07,47.4800,stimata,68.5510,1.1650,144.3787,2.4538,41.5574,40.8629,5.9506,False
FIUMICINO AEROPORTO,MONTEROTONDO MENTANA,933,914,933,71237.0000,4443,177,17,2025-03,2026-07,53.0000,ufficiale,76.3526,4.8611,144.0616,9.1718,41.6489,39.1560,19.3654,False
GARBAGNATE MILANESE,PAVIA,13018,12359,13018,950295.0000,45166,3903,30,2019-10,2026-07,50.8000,ufficiale,72.9985,3.6545,143.6979,7.1939,41.7543,39.7636,31.5802,False
BELGIOIOSO,CREMONA,539,530,539,45927.0000,1583,84,27,2019-10,2026-07,59.3800,ufficiale,85.2078,2.9868,143.4958,5.0300,41.8131,40.3970,15.8491,False
MELFI,POTENZA INFERIORE,6396,6349,6394,489729.0000,6649,310,26,2019-10,2021-11,53.3800,stimata,76.5920,1.0473,143.4844,1.9619,41.8164,41.2524,4.8827,False
MELFI,POTENZA CENTRALE,11508,11091,11507,871870.0000,16519,753,41,2021-11,2025-08,52.8700,ufficiale,75.7687,1.4894,143.3113,2.8171,41.8669,41.0598,6.7893,False
BOLOGNA ROVERI,PORTOMAGGIORE,8081,7968,8081,482204.0000,14666,935,11,2025-03,2026-01,41.7600,ufficiale,59.6713,1.8406,142.8911,4.4076,41.9900,40.7336,11.7344,False
CODIGORO,FERRARA,21368,20998,21367,1623671.0000,69656,5178,71,2019-10,2026-06,53.2100,ufficiale,75.9897,3.3173,142.8109,6.2343,42.0136,40.2563,24.6595,False
AGRIGENTO CENTRALE,CALTANISSETTA CENTRALE,6559,6354,6556,664186.0000,5925,286,70,2019-10,2026-05,71.0200,ufficiale,101.3096,0.9325,142.6495,1.3130,42.0612,41.6775,4.5011,False
CHIASSO,MILANO PORTA GARIBALDI,64461,62655,64431,4406729.0000,246085,18353,81,2019-10,2026-07,48.0000,stimata,68.3945,3.9276,142.4886,8.1825,42.1086,39.8218,29.2922,False
FORNACI BARGA,PISA CENTRALE,1705,1684,1705,133153.0000,3688,202,31,2020-09,2026-07,55.0100,ufficiale,78.0956,2.1900,141.9662,3.9811,42.2636,41.1107,11.9952,False
SARZANA,SESTRI LEVANTE,2043,1928,2043,163560.0000,3278,266,77,2019-10,2026-07,56.4300,ufficiale,80.0587,1.7002,141.8727,3.0129,42.2914,41.4120,13.7967,False
CHIAVENNA,MILANO PORTA GARIBALDI,434,425,434,70565.0000,1265,59,52,2019-10,2026-07,114.6300,ufficiale,162.5922,2.9765,141.8408,2.5966,42.3009,41.5405,13.8824,False
AVEZZANO,CASSINO,18884,18760,18882,2578554.0000,78124,3688,75,2019-10,2026-07,96.4400,ufficiale,136.5615,4.1644,141.6025,4.3181,42.3721,41.1182,19.6588,False
GALLARATE,MILANO LAMBRATE,890,759,890,53974.0000,2723,226,4,2025-01,2026-05,42.9100,ufficiale,60.6449,3.5876,141.3306,8.3608,42.4537,40.0825,29.7760,False
MINUCCIANO PIEVE CASOLA,PISA CENTRALE,1499,1489,1499,187882.0000,8739,563,68,2019-10,2026-07,88.8000,ufficiale,125.3382,5.8690,141.1467,6.6093,42.5090,40.6075,37.8106,False
GENOVA PIAZZA PRINCIPE,LA SPEZIA CENTRALE,693,688,693,84723.0000,2590,167,17,2025-03,2026-07,86.6800,ufficiale,122.2554,3.7645,141.0422,4.3430,42.5404,41.2697,24.2733,False
BORGO VALSUGANA EST,TRENTO,6176,6043,6174,387572.0000,18948,1256,72,2019-10,2026-07,44.5400,ufficiale,62.7749,3.1355,140.9404,7.0398,42.5712,40.5460,20.7844,False
COLICO,MILANO ROGOREDO,1258,1239,1258,166685.0000,9354,772,50,2022-04,2026-07,94.0300,ufficiale,132.5000,7.5496,140.9125,8.0290,42.5796,40.2843,62.3083,False
FOSSANO,GERMAGNANO,741,739,741,104624.0000,627,36,12,2025-05,2026-07,100.3100,ufficiale,141.1930,0.8484,140.7566,0.8458,42.6268,42.3721,4.8714,False
GALLARATE,TREVIGLIO,7514,7363,7514,761291.0000,49747,2751,82,2019-10,2026-07,72.1600,ufficiale,101.3163,6.7563,140.4051,9.3630,42.7335,40.0619,37.3625,False
ROMA TIBURTINA,VITERBO PORTA ROMANA,7447,7383,7447,982370.0000,13151,695,81,2019-10,2026-07,94.0900,ufficiale,131.9149,1.7813,140.2007,1.8931,42.7958,42.2256,9.4135,False
BORGO S LORENZO,FIRENZE CAMPO MARTE,15827,15236,15825,735150.0000,31490,1465,81,2019-10,2026-07,33.1500,ufficiale,46.4550,2.0668,140.1357,6.2347,42.8156,40.9919,9.6154,False
LUCCA,MINUCCIANO PIEVE CASOLA,2703,2652,2703,248022.0000,7821,553,65,2019-10,2026-06,65.7200,ufficiale,91.7580,2.9491,139.6197,4.4874,42.9739,41.6357,20.8522,False
ANCONA,FABRIANO,47466,46195,47465,4652270.0000,112110,6021,82,2019-10,2026-07,70.2600,ufficiale,98.0147,2.4269,139.5029,3.4542,43.0099,41.9706,13.0339,False
MILANO BOVISA,PAVIA,72492,70471,72453,4055284.0000,204683,15074,82,2019-10,2026-07,40.1800,ufficiale,55.9712,2.9045,139.3012,7.2287,43.0721,40.9473,21.3904,False
LAMEZIA TERME CENTRALE,MELITO PORTO SALVO,1474,1407,1474,308170.0000,3546,194,14,2020-12,2023-07,150.1300,ufficiale,209.0706,2.5203,139.2597,1.6787,43.0850,42.5718,13.7882,False
ACQUI TERME,SAVONA,8314,8167,8313,789953.0000,23972,1561,81,2019-10,2026-07,68.3000,ufficiale,95.0262,2.9352,139.1306,4.2976,43.1249,41.8328,19.1135,False
ACQUI TERME,GENOVA PIAZZA PRINCIPE,547,545,547,43934.0000,3002,159,16,2025-03,2026-07,57.8600,ufficiale,80.3181,5.5083,138.8146,9.5200,43.2231,40.4491,29.1743,False
PISA CENTRALE,SAVONA,1686,688,1686,476305.0000,3205,158,82,2019-10,2026-07,203.5800,ufficiale,282.5059,4.6584,138.7690,2.2883,43.2373,42.5359,22.9651,False
MILANO PORTA GARIBALDI,PONTE S PIETRO,36330,35464,36330,2131324.0000,167352,11596,66,2020-09,2026-07,42.3000,ufficiale,58.6657,4.7189,138.6895,11.1559,43.2621,40.0413,32.6979,False
FIRENZE S MARIA NOVELLA,PISTOIA,96793,95676,96771,4487625.0000,143654,6960,82,2019-10,2026-07,33.4400,ufficiale,46.3737,1.5015,138.6772,4.4900,43.2659,41.9090,7.2746,False
ACQUI TERME,GENOVA P PRINCIPE,637,630,637,50876.0000,6213,306,40,2019-11,2025-03,57.6600,stimata,79.8681,9.8619,138.5157,17.1035,43.3164,38.5557,48.5714,False
FARA SABINA MONTELIBRETTI,ROMA OSTIENSE,522,501,522,28786.0000,2905,164,17,2025-03,2026-07,39.8300,ufficiale,55.1456,5.7984,138.4524,14.5579,43.3362,39.2130,32.7345,False
ALCANTARA,CATANIA CENTRALE,1929,1896,1929,115877.0000,2239,100,82,2019-10,2026-07,43.4400,ufficiale,60.0710,1.1809,138.2850,2.7185,43.3886,42.5521,5.2743,False
CATANIA AEROPORTO FONTANAROSSA,TAORMINA GIARDINI,473,465,473,34591.0000,861,64,9,2025-04,2026-04,52.9500,ufficiale,73.1311,1.8516,138.1135,3.4969,43.4425,42.3698,13.7634,False
PRIMOLANO,TRENTO,4909,4883,4909,454022.0000,14613,865,25,2019-11,2026-07,66.9900,ufficiale,92.4877,2.9926,138.0619,4.4673,43.4588,42.0966,17.7145,False
GENOVA P PRINCIPE,LA SPEZIA CENTRALE,2020,2016,2020,242846.0000,5080,313,66,2019-10,2025-03,87.0800,stimata,120.2208,2.5198,138.0579,2.8937,43.4600,42.5678,15.5258,False
BRENO,BRESCIA,13507,13418,13506,1353335.0000,22184,1338,71,2019-10,2026-07,72.5900,stimata,100.2025,1.6533,138.0390,2.2776,43.4660,42.7604,9.9717,False
AULLA LUNIGIANA,PIAZZA AL SERCHIO,10823,10617,10820,485066.0000,17316,961,70,2019-10,2026-06,32.5400,ufficiale,44.8305,1.6310,137.7704,5.0122,43.5507,42.0219,9.0515,False
FARA SABINA MONTELIBRETTI,FIUMICINO AEROPORTO,19279,18526,19279,1713992.0000,34492,1798,17,2025-03,2026-07,64.5500,ufficiale,88.9046,1.8618,137.7298,2.8843,43.5635,42.6700,9.7053,False
AGRIGENTO CENTRALE,CALTANISSETTA XIRBI,4336,4282,4334,461053.0000,4116,205,66,2019-10,2026-05,77.3500,ufficiale,106.3805,0.9612,137.5313,1.2427,43.6264,43.2358,4.7875,False
FIRENZE S MARIA NOVELLA,MONTEVARCHI TERRANUOVA,3851,3820,3851,225654.0000,8909,497,81,2019-10,2026-07,42.6200,ufficiale,58.5962,2.3322,137.4852,5.4721,43.6410,41.9706,13.0105,False
LUCCA,PIAZZA AL SERCHIO,8751,8642,8748,689890.0000,23341,1457,67,2019-10,2026-06,57.3800,ufficiale,78.8626,2.7009,137.4392,4.7070,43.6557,42.2101,16.8595,False
GENOVA P PRINCIPE,SAVONA,313,296,313,18011.0000,1351,65,25,2020-02,2025-03,41.9200,confermata,57.5431,4.5642,137.2689,10.8879,43.7098,40.4976,21.9595,False
LAVENO MOMBELLO,MILANO CADORNA,54951,54520,54950,5376434.0000,114570,8804,66,2019-10,2025-03,71.3600,stimata,97.8423,2.1014,137.1108,2.9448,43.7602,42.8401,16.1482,False
PADOVA,TREVISO CENTRALE,31109,30903,31104,2053434.0000,27281,1196,82,2019-10,2026-07,48.2900,ufficiale,66.0183,0.8828,136.7122,1.8281,43.8878,43.3087,3.8702,False
FARA SABINA,ROMA OSTIENSE,2021,2006,2018,110987.0000,6755,413,65,2019-10,2025-03,40.2700,stimata,54.9985,3.3674,136.5744,8.3621,43.9321,41.3975,20.5882,False
ROMA TIBURTINA,VITERBO PORTA FIORENTINA,11887,11672,11887,1552176.0000,31389,1732,82,2019-10,2026-07,95.6700,ufficiale,130.5776,2.6893,136.4875,2.8110,43.9601,43.0730,14.8389,False
MILANO CADORNA,VARESE CASBENO,3741,3739,3741,267410.0000,8401,758,71,2020-09,2026-07,52.3800,ufficiale,71.4809,2.2469,136.4660,4.2895,43.9670,42.6271,20.2728,False
BASSANO DEL GRAPPA,PADOVA,44821,43150,44818,2890107.0000,36423,1602,82,2019-10,2026-07,47.2900,ufficiale,64.4854,0.8441,136.3616,1.7849,44.0007,43.4321,3.7126,False
ALBA,TORINO AEROPORTO CASELLE,499,499,499,57851.0000,736,46,3,2025-04,2026-06,85.0900,ufficiale,115.9339,1.4749,136.2485,1.7334,44.0372,43.4840,9.2184,False
FARA SABINA,FIUMICINO AEROPORTO,84014,83427,83995,7454517.0000,123777,6479,66,2019-10,2025-03,65.2200,stimata,88.7495,1.4837,136.0772,2.2748,44.0926,43.3676,7.7661,False
LA SPEZIA CENTRALE,PADOVA,1008,941,1008,395483.0000,13024,455,30,2022-12,2025-05,288.7700,ufficiale,392.3442,13.8406,135.8674,4.7929,44.1607,42.6559,48.3528,False
CASTELNUOVO GARFAGNANA,LUCCA,3488,3420,3488,212228.0000,9163,590,56,2019-11,2026-07,44.9200,ufficiale,60.8452,2.6792,135.4523,5.9645,44.2960,42.4278,17.2515,False
BELLUNO,TREVISO CENTRALE,21834,21665,21829,2201959.0000,53261,2743,74,2019-10,2026-07,74.5200,ufficiale,100.8731,2.4584,135.3638,3.2990,44.3250,43.2704,12.6610,False
CATANIA AEROPORTO FONTANAROSSA,GIARRE RIPOSTO,478,469,478,22628.0000,427,24,15,2023-12,2025-10,35.0000,ufficiale,47.3389,0.9104,135.2540,2.6013,44.3610,43.5239,5.1173,False
CATANIA CENTRALE,TAORMINA,10687,10468,10684,671552.0000,8799,454,65,2019-10,2025-03,46.5600,stimata,62.8559,0.8406,134.9997,1.8053,44.4445,43.8580,4.3370,False
MILANO PORTA GARIBALDI,TERNO,696,690,696,35890.0000,6063,456,33,2020-09,2026-06,38.2400,ufficiale,51.5661,8.7870,134.8486,22.9784,44.4944,38.0163,66.0870,False
FERRARA,POGGIO RUSCO,2167,2148,2167,137918.0000,10462,892,80,2019-10,2026-07,47.2300,ufficiale,63.6447,4.8706,134.7548,10.3125,44.5253,41.3601,41.5270,False
BUDRIO,PORTOMAGGIORE,2388,2352,2388,99700.0000,4683,239,7,2020-12,2026-07,30.9900,ufficiale,41.7504,1.9911,134.7222,6.4249,44.5361,42.5088,10.1616,False
ACQUI TERME,ASTI,29456,29057,29451,1803600.0000,69080,3102,80,2019-10,2026-07,45.4700,ufficiale,61.2407,2.3774,134.6838,5.2285,44.5488,42.8840,10.6756,False
ALBA,CIRIE,4681,4615,4681,572594.0000,8610,524,17,2025-01,2026-07,90.8400,ufficiale,122.3230,1.8657,134.6576,2.0538,44.5574,43.8881,11.3543,False
ROMA OSTIENSE,VITERBO PORTA ROMANA,28012,27530,28008,3261376.0000,60873,2816,80,2019-10,2026-07,86.7200,ufficiale,116.4444,2.2112,134.2763,2.5498,44.6840,43.8513,10.2288,False
FAENZA,LAVEZZOLA,3515,3468,3514,182732.0000,14007,694,40,2019-10,2025-09,38.7300,ufficiale,52.0011,4.0389,134.2658,10.4284,44.6875,41.4668,20.0115,False
PAOLA,SIBARI,1118,1114,1118,113410.0000,1236,68,38,2019-10,2022-12,75.5700,ufficiale,101.4401,1.1095,134.2333,1.4682,44.6983,44.2147,6.1041,False
ALBA,CIRE,994,991,994,121268.0000,2558,155,11,2024-01,2025-01,90.9100,stimata,122.0000,2.5812,134.1987,2.8393,44.7098,43.7835,15.6408,False
CHIVASSO,IVREA,15304,15084,15304,666558.0000,36268,1833,81,2019-10,2026-07,32.4600,ufficiale,43.5545,2.4044,134.1790,7.4073,44.7164,42.3770,12.1519,False
FIRENZE S MARIA NOVELLA,MONTECATINI TERME MONSUMMANO,5390,5256,5390,335358.0000,8171,440,13,2025-04,2026-07,46.4100,ufficiale,62.2186,1.5546,134.0628,3.3497,44.7551,43.6641,8.3714,False
ASCOLI PICENO,S BENEDETTO DEL TRONTO,15419,15158,15415,672539.0000,34205,1863,81,2019-10,2026-06,32.5800,ufficiale,43.6289,2.2566,133.9130,6.9262,44.8052,42.6018,12.2905,False
PAVIA,VERCELLI,40946,40152,40944,3558577.0000,162267,9667,78,2019-10,2026-07,64.9200,ufficiale,86.9133,4.0413,133.8775,6.2251,44.8171,42.8258,24.0760,False
ALBENGA,GENOVA BRIGNOLE,1486,1476,1485,163104.0000,7411,506,82,2019-10,2026-07,82.3100,ufficiale,109.8343,5.0210,133.4399,6.1001,44.9641,42.9984,34.2818,False
BERGAMO,MILANO PORTA GARIBALDI,67305,66251,67296,4492172.0000,326203,21998,81,2019-10,2026-07,50.0400,ufficiale,66.7524,4.9237,133.3982,9.8396,44.9781,41.8884,33.2040,False
PIANORO,PORRETTA TERME,22391,22313,22391,2228165.0000,39845,2324,25,2024-06,2026-07,74.6300,ufficiale,99.5116,1.7857,133.3400,2.3928,44.9978,44.2045,10.4155,False
COMO LAGO,MILANO CADORNA,118123,117539,118119,7254471.0000,264089,20724,82,2019-10,2026-07,46.0900,ufficiale,61.4166,2.2468,133.2537,4.8749,45.0269,43.4378,17.6316,False
CASERTA,NAPOLI CENTRALE,115936,111750,115890,5267003.0000,270853,15518,82,2019-10,2026-07,34.1400,ufficiale,45.4483,2.4237,133.1233,7.0994,45.0710,42.7891,13.8864,False
FORNACI BARGA,LUCCA,2788,2691,2788,118388.0000,3671,173,33,2019-11,2026-07,31.9300,ufficiale,42.4634,1.3642,132.9891,4.2724,45.1165,43.7122,6.4288,False
BASSANO DEL GRAPPA,TRENTO,24136,23895,24134,3068241.0000,53394,2788,64,2019-10,2026-07,95.7100,ufficiale,127.1335,2.2345,132.8320,2.3347,45.1698,44.3896,11.6677,False
AREZZO,FIRENZE RIFREDI,1605,1566,1605,148201.0000,5082,299,81,2019-10,2026-07,69.6100,ufficiale,92.3371,3.2452,132.6491,4.6620,45.2321,43.6964,19.0932,False
FIRENZE S MARIA NOVELLA,RAVENNA,610,506,610,108380.0000,1783,90,26,2019-10,2026-07,134.0700,ufficiale,177.6721,3.5237,132.5219,2.6283,45.2755,44.3951,17.7866,False
BERGAMO,ROVATO,384,380,384,16131.0000,3405,145,34,2019-10,2026-05,31.7100,ufficiale,42.0078,8.9605,132.4750,28.2577,45.2916,37.3291,38.1579,False
CITTADELLA,PADOVA,500,499,499,21559.0000,3388,118,69,2019-10,2026-07,32.6800,ufficiale,43.2044,6.7896,132.2044,20.7759,45.3843,39.2207,23.6473,False
DOMODOSSOLA,NOVARA,30260,29687,30257,3511532.0000,94087,5234,82,2019-10,2026-07,87.9300,ufficiale,116.0568,3.1693,131.9878,3.6043,45.4588,44.2504,17.6306,False
BELLUNO,CONEGLIANO,18123,17995,18122,1137536.0000,28505,986,69,2020-09,2026-07,47.5700,ufficiale,62.7710,1.5841,131.9550,3.3299,45.4700,44.3508,5.4793,False
PISTOIA,PORRETTA TERME,21479,20971,21479,1127536.0000,35945,1618,71,2019-10,2026-07,39.7900,ufficiale,52.4948,1.7140,131.9297,4.3077,45.4788,44.0408,7.7154,False
MILANO PORTA GARIBALDI,SONDRIO,435,416,435,73817.0000,1707,86,28,2021-06,2026-07,128.8100,ufficiale,169.6943,4.1034,131.7400,3.1856,45.5443,44.4690,20.6731,False
BELLA MURO,POTENZA CENTRALE,663,638,663,27478.0000,1569,88,20,2021-11,2026-07,31.4600,ufficiale,41.4449,2.4592,131.7385,7.8171,45.5448,42.9936,13.7931,False
CATANIA AEROPORTO FONTANAROSSA,MESSINA CENTRALE,4437,4044,4437,583722.0000,7403,346,21,2023-12,2025-10,99.9600,ufficiale,131.5578,1.8306,131.6105,1.8313,45.5891,44.9634,8.5559,False
GALLARATE,PORTO CERESIO,422,415,422,18211.0000,1407,46,29,2019-10,2026-07,32.8100,ufficiale,43.1540,3.3904,131.5271,10.3333,45.6180,42.2951,11.0843,False
MONTECATINI TERME MONSUMMANO,VIAREGGIO,3265,3070,3265,231354.0000,3513,230,11,2025-04,2026-07,53.8900,ufficiale,70.8588,1.1443,131.4879,2.1234,45.6316,44.9064,7.4919,False
COMO S GIOVANNI,MILANO PORTA GARIBALDI,57174,56224,57145,3550948.0000,180469,11142,82,2019-10,2026-07,47.2600,ufficiale,62.1393,3.2098,131.4838,6.7918,45.6330,43.3916,19.8172,False
LAMEZIA TERME CENTRALE,REGGIO CALABRIA CENTRALE,25101,22520,25101,3969802.0000,50865,2504,81,2019-10,2026-07,120.3200,ufficiale,158.1531,2.2587,131.4438,1.8772,45.6469,45.0042,11.1190,False
FIRENZE S MARIA NOVELLA,LUCCA,26274,25989,26272,2669364.0000,107218,5870,77,2019-10,2026-07,77.3000,ufficiale,101.6049,4.1255,131.4423,5.3370,45.6474,43.8663,22.5865,False
NOVARA,TREVIGLIO,24971,24562,24968,2680591.0000,98419,7199,64,2019-10,2026-06,81.6800,ufficiale,107.3611,4.0070,131.4411,4.9057,45.6478,44.0054,29.3095,False
LA SPEZIA CENTRALE,MASSA CENTRO,571,466,571,24115.0000,766,37,17,2021-04,2026-06,32.1900,ufficiale,42.2329,1.6438,131.1989,5.1065,45.7321,44.0188,7.9399,False
BRESCIA,TORRILE S POLO,1503,1488,1503,159537.0000,6181,349,23,2022-04,2026-06,81.0200,ufficiale,106.1457,4.1539,131.0117,5.1270,45.7974,44.0727,23.4543,False
SERMIDE,SUZZARA,5262,5217,5262,336537.0000,26993,1912,71,2019-10,2026-07,48.8300,ufficiale,63.9561,5.1740,130.9771,10.5960,45.8095,42.3809,36.6494,False
BRENO,ISEO,562,555,562,34097.0000,96,7,44,2019-10,2024-11,46.3300,ufficiale,60.6708,0.1730,130.9536,0.3733,45.8177,45.6875,1.2613,False
BERGAMO,CREMONA,2182,2044,2182,247048.0000,6097,342,52,2020-03,2026-07,86.4600,ufficiale,113.2209,2.9829,130.9518,3.4500,45.8184,44.6423,16.7319,False
BRESCIA,DARFO CORNA,2446,2442,2446,187893.0000,3740,223,22,2020-09,2022-06,58.6700,stimata,76.8164,1.5315,130.9297,2.6104,45.8261,44.9303,9.1319,False
BRESCIA,PIADENA,774,761,774,51993.0000,8688,456,47,2021-07,2026-07,51.4000,ufficiale,67.1744,11.4166,130.6895,22.2112,45.9103,39.2411,59.9212,False
CASSINO,NAPOLI CENTRALE,19761,18086,19755,2400122.0000,87775,4296,82,2019-10,2026-07,93.1100,ufficiale,121.4944,4.8532,130.4848,5.2123,45.9824,44.2161,23.7532,False
MILANO LANCETTI,PAVIA,51669,51431,51669,2577936.0000,230285,17936,39,2021-11,2026-03,38.2700,ufficiale,49.8933,4.4776,130.3718,11.6999,46.0222,42.2322,34.8739,False
CATANIA CENTRALE,TAORMINA GIARDINI,2317,1907,2317,144194.0000,2843,164,17,2025-03,2026-07,47.7600,ufficiale,62.2331,1.4908,130.3037,3.1215,46.0463,44.9690,8.5999,False
BORGO S LORENZO,FAENZA,5639,5521,5639,486800.0000,10964,620,65,2019-10,2026-07,66.3300,ufficiale,86.3274,1.9859,130.1483,2.9939,46.1013,45.0646,11.2298,False
RIMINI,SUZZARA,2471,2466,2471,611398.0000,11756,636,62,2019-10,2025-03,190.1300,ufficiale,247.4294,4.7672,130.1369,2.5074,46.1053,45.2338,25.7908,False
ALBA,TORINO PORTA NUOVA,2895,2858,2895,249812.0000,8733,442,80,2019-10,2026-07,66.3300,ufficiale,86.2908,3.0556,130.0932,4.6067,46.1208,44.5434,15.4654,False
GENOVA PIAZZA PRINCIPE,SAVONA,310,242,310,17055.0000,593,33,17,2025-03,2026-07,42.3200,ufficiale,55.0161,2.4504,130.0003,5.7902,46.1537,44.1857,13.6364,False
NOVARA,PIOLTELLO LIMITO,113997,112596,113984,9022302.0000,316887,23176,80,2019-10,2026-06,60.9300,ufficiale,79.1541,2.8144,129.9099,4.6190,46.1859,44.6001,20.5833,False
AVELLINO,NAPOLI CENTRALE,394,348,393,40516.0000,2866,97,10,2019-10,2020-12,79.4000,stimata,103.0941,8.2356,129.8415,10.3723,46.2102,42.7918,27.8736,False
ALASSIO,GENOVA BRIGNOLE,1771,1770,1771,203330.0000,9266,572,75,2019-10,2026-07,88.4400,ufficiale,114.8108,5.2350,129.8178,5.9193,46.2186,44.2031,32.3164,False
CHIETI,TERAMO,3095,3093,3095,312050.0000,5900,359,79,2019-10,2026-07,77.8300,ufficiale,100.8239,1.9075,129.5438,2.4509,46.3164,45.4564,11.6069,False
ROMA OSTIENSE,VITERBO PORTA FIORENTINA,28682,28397,28680,3276944.0000,85482,3824,81,2019-10,2026-07,88.3100,ufficiale,114.2589,3.0102,129.3838,3.4087,46.3736,45.1833,13.4662,False
LIVORNO CENTRALE,LUCCA,3841,3837,3841,203791.0000,9056,501,80,2019-10,2026-07,41.0200,ufficiale,53.0568,2.3602,129.3436,5.7537,46.3881,44.4124,13.0571,False
LAVENO MOMBELLO LAGO,MILANO CADORNA,14146,14130,14146,1319845.0000,52859,3466,16,2025-03,2026-06,72.1500,ufficiale,93.3016,3.7409,129.3162,5.1849,46.3979,44.6093,24.5294,False
NAPOLI CENTRALE,VILLA LITERNO,49603,47504,49574,2150299.0000,85215,5355,82,2019-10,2026-07,33.5600,ufficiale,43.3755,1.7938,129.2477,5.3452,46.4225,44.5789,11.2727,False
MORTARA,PAVIA,10432,10037,10429,504090.0000,34317,1884,80,2019-10,2026-07,37.4000,ufficiale,48.3354,3.4190,129.2391,9.1418,46.4256,43.3586,18.7705,False
FIUMICINO AEROPORTO,POGGIO MIRTETO,37948,37417,37943,3721047.0000,68950,3579,82,2019-10,2026-07,75.9400,ufficiale,98.0694,1.8427,129.1406,2.4266,46.4610,45.6041,9.5652,False
CASALE MONFERRATO,CHIVASSO,2436,2347,2435,152006.0000,3321,144,57,2019-10,2025-10,48.4000,ufficiale,62.4255,1.4150,128.9782,2.9235,46.5195,45.4884,6.1355,False
CARIMATE,MILANO PORTA GARIBALDI,1182,1155,1182,49342.0000,10431,474,63,2019-10,2026-07,32.4100,ufficiale,41.7445,9.0312,128.8013,27.8654,46.5834,38.2979,41.0390,False
ALBENGA,SESTRI LEVANTE,323,291,323,51934.0000,291,8,80,2019-10,2026-07,124.8800,ufficiale,160.7864,1.0000,128.7527,0.8008,46.6010,46.3129,2.7491,False
AREZZO,FIRENZE S MARIA NOVELLA,73582,71212,73577,6511203.0000,192303,12008,82,2019-10,2026-07,68.7400,ufficiale,88.4951,2.7004,128.7389,3.9285,46.6060,45.2259,16.8623,False
ALBA,ASTI,7784,7541,7784,335966.0000,7373,366,33,2023-09,2026-07,33.5600,ufficiale,43.1611,0.9777,128.6088,2.9134,46.6531,45.6197,4.8535,False
BRESCIA,PARMA,42888,42009,42887,5022350.0000,257991,14991,60,2021-07,2026-07,91.1400,ufficiale,117.1066,6.1413,128.4909,6.7383,46.6959,44.3691,35.6852,False
AUGUSTA,RAGUSA,1043,935,1043,184972.0000,1923,95,64,2019-10,2026-03,138.1600,ufficiale,177.3461,2.0567,128.3629,1.4886,46.7425,46.2066,10.1604,False
ALCANTARA,BICOCCA,1006,986,1006,65641.0000,1276,56,55,2019-10,2026-01,50.8700,ufficiale,65.2495,1.2941,128.2672,2.5440,46.7774,45.8677,5.6795,False
ALESSANDRIA,SAVONA,25754,24318,25749,3373995.0000,71853,4288,81,2019-10,2026-07,102.2100,ufficiale,131.0340,2.9547,128.2008,2.8908,46.8016,45.7695,17.6330,False
MANTOVA,VERONA PORTA NUOVA,55432,54998,55426,2603487.0000,144714,8279,82,2019-10,2026-07,36.6600,ufficiale,46.9723,2.6313,128.1296,7.1775,46.8276,44.3436,15.0533,False
FERRARA,SUZZARA,17328,17130,17327,1799602.0000,96964,6591,82,2019-10,2026-07,81.4000,ufficiale,103.8611,5.6605,127.5935,6.9539,47.0243,44.5939,38.4764,False
BICOCCA,SIRACUSA,339,337,339,32659.0000,1083,53,9,2021-08,2026-03,75.5300,ufficiale,96.3392,3.2136,127.5510,4.2548,47.0400,45.5215,15.7270,False
BICOCCA,MESSINA CENTRALE,1842,1702,1842,240065.0000,2800,114,62,2019-10,2026-07,102.2000,ufficiale,130.3284,1.6451,127.5229,1.6097,47.0504,46.4638,6.6980,False
CHIOGGIA,ROVIGO,2555,2388,2555,181214.0000,4783,213,10,2025-07,2026-07,55.7900,ufficiale,70.9252,2.0029,127.1290,3.5901,47.1962,45.9000,8.9196,False
CHIASSO,MONZA,384,379,384,17722.0000,7694,269,65,2019-10,2025-12,36.4200,confermata,46.1510,20.3008,126.7190,55.7408,47.3489,32.8840,70.9763,False
MELITO PORTO SALVO,ROSARNO,8323,6598,8322,950836.0000,6348,298,39,2019-10,2022-12,90.3100,ufficiale,114.2557,0.9621,126.5150,1.0653,47.4252,47.0292,4.5165,False
FIRENZE S MARIA NOVELLA,MARRADI,3867,3707,3867,326134.0000,9395,558,32,2019-10,2025-03,66.7400,confermata,84.3377,2.5344,126.3676,3.7974,47.4805,46.0953,15.0526,False
SUSA,TORINO PORTA NUOVA,75864,75237,75855,5085161.0000,104779,5946,82,2019-10,2026-07,53.0600,ufficiale,67.0379,1.3927,126.3436,2.6247,47.4895,46.5231,7.9030,False
